"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3,2,5,26,"64572"
4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2,1,4,41,"64573"
3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4,1,1,19,"64577"
4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3,2,1,20,"64579"
6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5,2,5,44,"64581"
1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1,2,3,27,"64583"
3,5,5,6,,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2,2,4,33,"64585"
1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2,2,5,40,"64586"
6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3,2,,17,"64588"
1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2,2,3,20,"64591"
2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3,2,2,25,"64593"
4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2,1,3,18,"64595"
1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6,2,3,22,"64600"
2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2,1,2,27,"64603"
5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1,2,1,18,"64605"
1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1,2,4,24,"64606"
4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2,1,5,35,"64607"
1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1,1,5,40,"64612"
1,6,5,5,5,2,3,3,2,,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2,2,4,29,"64614"
2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2,2,4,24,"64618"
3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5,2,,14,"64620"
3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5,2,4,54,"64621"
1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3,2,4,29,"64622"
3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1,1,3,26,"64623"
1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2,2,3,26,"64626"
2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2,2,4,26,"64627"
2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2,2,3,39,"64630"
3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4,2,1,18,"64634"
5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2,2,2,28,"64636"
3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3,2,,16,"64638"
1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4,1,5,27,"64639"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,23,"64642"
1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1,2,3,32,"64648"
1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1,1,5,56,"64652"
4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3,2,3,19,"64656"
2,5,4,,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3,2,4,26,"64658"
2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5,2,4,41,"64660"
2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1,1,5,67,"64661"
4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2,1,2,36,"64664"
1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2,2,5,32,"64665"
3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2,2,4,21,"64668"
2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4,2,3,18,"64669"
2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1,2,5,29,"64670"
2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2,2,3,26,"64671"
2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5,2,3,19,"64673"
1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2,1,,16,"64675"
4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2,1,4,32,"64679"
1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2,2,3,18,"64680"
2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2,2,3,19,"64682"
3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,63,"64683"
1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2,2,5,27,"64685"
5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,4,4,3,5,6,2,5,3,6,3,2,3,20,"64686"
2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,3,5,1,2,4,5,2,5,6,2,2,3,54,"64688"
4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,2,4,2,6,2,2,5,4,3,3,1,5,25,"64689"
4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,4,5,5,4,3,4,4,3,4,4,1,4,46,"64693"
1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,1,2,2,2,,4,2,2,4,2,2,5,51,"64696"
1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,4,3,3,2,3,4,2,3,3,2,5,38,"64697"
5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,1,2,4,1,2,6,1,5,6,2,2,3,32,"64698"
1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,3,3,3,4,1,5,2,5,5,1,1,4,24,"64702"
2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,3,2,3,2,1,4,3,5,6,2,2,1,54,"64706"
4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,2,3,5,3,2,6,1,4,6,1,1,4,38,"64707"
3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,4,3,4,2,6,4,4,3,4,4,2,3,29,"64709"
4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3,1,5,24,"64712"
1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,4,5,4,3,3,4,2,4,6,4,2,5,23,"64714"
6,2,4,6,3,4,4,5,5,5,6,6,2,3,,5,5,5,4,1,5,2,3,6,4,1,1,25,"64715"
2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2,1,2,19,"64716"
2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,3,6,4,4,4,2,3,1,2,5,2,3,28,"64718"
1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,5,4,1,2,5,1,5,5,3,2,3,20,"64720"
3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,1,6,2,2,3,5,4,6,4,2,2,3,29,"64724"
1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,4,4,5,5,3,5,2,2,6,5,2,3,16,"64725"
3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4,2,2,23,"64727"
4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3,2,2,23,"64729"
2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,5,4,4,1,4,,2,4,6,2,2,3,20,"64730"
3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,4,3,2,3,2,6,2,5,5,2,2,3,19,"64733"
2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,5,5,2,4,1,6,1,6,6,1,2,,13,"64735"
1,5,2,4,2,5,4,4,4,6,5,,2,2,2,1,2,3,4,,5,5,3,6,3,1,3,20,"64737"
4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,6,6,6,5,5,4,4,5,6,4,2,3,27,"64738"
5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,2,1,2,1,3,4,4,6,2,1,3,21,"64739"
2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,5,2,1,2,6,4,5,1,2,2,1,16,"64742"
2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2,2,4,28,"64744"
1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,4,2,2,2,3,2,5,6,2,2,3,33,"64747"
4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,6,6,6,6,6,4,2,2,6,3,2,3,27,"64753"
2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,2,1,1,2,3,3,5,2,2,2,3,52,"64754"
1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,3,4,2,5,4,4,3,4,4,2,2,5,36,"64758"
1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,3,2,5,3,4,2,4,5,2,2,5,36,"64759"
1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,5,4,5,4,5,6,3,5,6,2,2,5,29,"64763"
2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,2,4,1,1,5,1,5,5,6,2,3,20,"64768"
5,2,2,6,6,6,5,5,5,2,2,,5,5,2,1,2,1,2,1,5,5,4,5,,2,5,35,"64769"
2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,5,6,1,6,1,3,1,5,6,1,1,4,37,"64770"
1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,4,2,2,2,5,2,5,5,2,2,5,42,"64771"
3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,4,3,2,4,2,6,1,6,6,1,1,3,19,"64772"
2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,2,4,4,5,3,5,3,5,5,3,1,4,30,"64773"
2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,2,3,3,3,1,6,4,6,5,1,1,3,18,"64774"
1,4,5,,5,4,1,6,5,3,1,1,,6,4,6,6,5,2,6,3,3,,5,5,2,,9,"64780"
2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,3,4,4,3,4,5,2,3,5,3,2,4,27,"64804"
4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,6,6,3,1,1,5,3,6,6,1,1,2,18,"64807"
4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1,1,2,24,"64810"
2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,1,2,1,2,1,4,1,5,6,1,2,3,20,"64814"
5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,2,,14,"64815"
5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,4,4,5,1,1,4,1,2,4,4,2,3,21,"64817"
4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2,2,3,21,"64819"
2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,1,1,1,2,1,5,1,4,4,2,2,5,66,"64822"
2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,1,1,4,5,4,5,5,5,5,2,2,1,22,"64824"
4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,3,2,2,4,5,5,4,4,4,4,1,1,49,"64825"
4,5,,6,5,6,5,4,3,4,3,4,4,5,5,5,5,5,4,3,5,3,5,5,4,2,3,42,"64826"
2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,4,2,6,2,2,5,1,5,6,1,2,4,19,"64830"
2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,2,6,2,2,5,1,5,6,1,2,4,19,"64831"
1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,6,5,6,6,6,6,1,6,6,1,2,5,32,"64835"
1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,4,3,2,4,1,6,4,1,2,3,29,"64838"
6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,3,4,3,1,2,6,1,6,6,1,2,4,31,"64839"
3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,3,6,1,5,1,6,1,6,6,1,1,2,21,"64842"
2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,1,2,2,2,1,6,2,5,5,1,2,2,27,"64843"
4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,6,6,6,1,5,5,6,3,5,4,2,3,23,"64844"
1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,2,4,4,4,5,2,5,6,1,2,3,20,"64845"
2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,5,3,2,3,5,5,3,2,4,2,2,57,"64846"
4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,3,4,5,4,6,1,6,6,3,2,2,38,"64847"
1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,1,4,2,5,4,5,2,6,5,1,2,2,18,"64849"
2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,6,6,6,6,6,4,5,5,4,4,1,2,23,"64850"
1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,5,5,3,1,4,4,4,6,3,2,3,34,"64852"
1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,6,5,5,6,4,6,3,4,6,1,1,4,67,"64857"
4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4,2,3,30,"64861"
2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,4,4,3,4,3,6,2,6,5,1,2,5,31,"64865"
1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,2,1,2,4,4,6,2,5,6,1,1,4,54,"64866"
2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,2,1,2,1,5,2,5,2,5,1,5,32,"64874"
2,5,6,6,5,6,5,3,1,5,3,1,5,6,,3,6,4,2,3,5,1,4,5,1,2,3,47,"64876"
2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1,2,3,20,"64877"
4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,6,6,4,6,6,5,3,1,6,4,2,1,20,"64880"
2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,5,5,5,2,3,6,2,5,5,1,2,3,34,"64886"
3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2,2,,14,"64887"
3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,6,6,6,5,,6,3,4,6,4,2,2,32,"64888"
4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,1,3,4,1,6,1,6,5,1,1,3,27,"64890"
4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,6,6,5,4,4,5,3,5,6,1,1,3,19,"64891"
4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,1,2,4,1,2,4,5,3,4,,2,3,20,"64894"
1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,2,3,1,2,1,5,3,4,5,3,1,3,21,"64898"
5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,4,4,6,2,1,4,1,5,4,2,2,3,23,"64902"
3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,1,1,1,1,6,2,5,5,1,1,4,42,"64907"
1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,5,5,5,4,4,4,4,5,5,2,2,3,27,"64912"
2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,5,4,5,4,4,5,6,5,5,5,1,3,19,"64914"
3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3,2,3,21,"64915"
1,6,6,5,5,,5,5,3,4,5,4,5,2,3,2,4,2,2,5,4,4,5,6,3,2,5,47,"64917"
1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,4,4,3,4,4,2,2,5,4,2,5,58,"64918"
1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,6,6,6,6,6,6,3,5,6,4,2,3,20,"64919"
3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,2,2,2,1,1,6,2,5,2,1,1,3,29,"64920"
3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,4,5,5,2,2,4,4,5,5,2,2,3,18,"64921"
4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,4,5,2,4,6,5,1,5,2,2,2,1,18,"64926"
5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,1,2,1,3,4,5,5,3,4,4,2,2,21,"64931"
1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,4,5,4,4,6,6,3,6,6,2,2,5,36,"64936"
4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,4,4,3,2,5,3,4,4,3,2,3,18,"64937"
1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,4,1,1,1,5,5,6,6,2,2,5,53,"64938"
4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,5,4,5,5,2,4,6,1,6,6,1,4,23,"64939"
4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5,2,3,19,"64940"
6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,5,6,5,2,4,6,5,5,5,3,1,3,22,"64944"
6,,6,4,5,6,4,5,6,3,4,4,6,6,3,6,4,6,2,5,4,4,3,6,5,2,2,19,"64946"
1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,1,1,3,3,3,6,1,6,5,2,2,3,20,"64949"
3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,3,4,2,4,2,4,3,6,6,2,2,4,24,"64950"
1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,3,4,2,2,4,1,5,4,2,2,2,23,"64952"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,20,"64953"
1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1,2,4,33,"64954"
5,6,6,1,6,5,6,5,,6,1,5,5,5,5,2,3,6,6,4,6,2,5,6,2,1,1,16,"64958"
1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,2,2,5,2,1,5,3,5,6,2,1,1,17,"64960"
1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,2,2,4,1,6,2,6,6,1,2,3,21,"64961"
1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,1,2,5,31,"64962"
3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,1,1,1,1,1,5,2,5,4,2,2,2,57,"64963"
1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,5,4,4,4,5,2,6,6,2,2,3,20,"64967"
6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,5,6,4,5,5,5,6,5,6,2,2,2,19,"64968"
6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2,2,2,19,"64969"
6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,5,1,4,5,5,5,1,5,6,2,2,2,19,"64970"
6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,"64971"
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,"64975"
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,3,5,1,3,6,2,2,2,19,"64978"
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,6,5,1,6,6,2,2,2,19,"64979"
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,1,2,6,5,1,6,1,2,2,2,19,"64980"
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19,"64981"
6,2,5,6,6,5,4,6,1,1,3,1,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19,"64982"
3,4,4,1,4,5,4,5,4,3,4,3,3,3,5,1,2,2,2,3,4,3,2,2,5,2,3,19,"64984"
1,5,1,6,2,5,5,5,3,5,4,6,1,3,4,5,5,6,5,5,4,3,5,5,5,1,5,42,"64987"
2,5,5,5,2,5,6,5,4,4,1,6,5,5,6,6,6,6,6,6,4,4,6,2,6,2,5,46,"64990"
2,5,5,6,5,5,6,6,4,2,1,3,3,5,6,5,4,5,3,6,6,4,,6,2,2,2,20,"64991"
2,5,4,4,4,4,4,5,3,3,4,4,4,4,2,3,3,4,2,4,4,4,4,4,3,2,3,20,"64992"
4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,5,5,5,6,2,4,2,5,5,4,2,4,20,"64993"
1,1,4,6,6,6,6,4,1,1,5,2,,6,5,1,2,4,1,1,4,1,4,1,3,2,3,21,"64996"
3,6,5,6,6,6,5,5,1,2,3,2,5,5,6,1,2,1,1,2,6,3,4,4,2,1,2,25,"64997"
4,5,4,4,4,5,5,4,2,3,2,4,4,5,5,2,2,5,4,3,4,5,4,5,2,2,2,19,"65017"
1,6,6,4,5,3,2,5,4,2,1,2,5,3,6,1,1,2,,2,5,2,6,6,1,2,5,52,"65018"
5,5,,5,4,5,5,5,2,5,5,4,1,4,6,2,4,2,2,2,3,4,4,4,2,1,3,20,"65020"
4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,2,2,2,2,4,3,5,6,4,2,3,19,"65022"
2,5,5,6,5,5,5,5,1,1,3,2,5,5,6,1,1,1,2,2,6,4,4,4,5,1,3,34,"65025"
5,4,3,4,3,4,2,2,3,2,6,4,4,4,2,2,4,1,4,2,6,1,4,6,1,1,3,29,"65026"
4,4,4,5,5,4,4,4,2,5,2,2,5,4,5,2,1,2,2,2,3,3,3,2,2,2,2,36,"65027"
4,1,5,2,5,6,5,2,2,3,6,4,5,3,3,4,5,4,5,2,6,1,6,6,2,1,1,18,"65028"
3,5,3,6,4,4,3,2,2,5,2,4,3,3,2,1,1,5,4,2,4,3,2,3,3,1,3,25,"65033"
3,5,1,4,4,4,4,4,2,2,3,4,4,4,3,2,4,5,3,5,3,2,4,4,4,2,3,30,"65041"
2,4,6,5,5,5,5,5,5,1,2,2,6,5,6,3,2,3,2,2,6,2,5,5,2,1,5,32,"65042"
2,4,4,6,4,5,6,1,4,6,4,4,1,4,4,6,6,5,5,3,2,5,6,6,4,2,3,32,"65044"
3,2,2,2,4,5,5,5,3,2,2,2,5,5,5,2,3,2,3,1,6,2,5,6,2,2,1,16,"65047"
5,3,1,1,3,5,2,5,3,5,3,5,4,3,4,4,5,2,3,4,3,3,3,6,3,2,3,19,"65049"
1,6,4,6,4,6,6,5,2,1,1,4,5,5,5,4,4,4,4,5,6,1,6,6,3,1,5,29,"65050"
1,5,5,6,3,5,4,2,2,,1,4,4,5,4,3,5,3,2,2,4,1,6,6,1,2,4,30,"65052"
2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,2,2,4,3,3,3,4,5,4,2,3,27,"65054"
2,6,5,6,5,5,5,5,5,4,3,2,2,4,5,4,3,5,6,2,6,1,6,6,1,2,5,41,"65056"
3,4,3,1,3,4,3,4,3,4,1,3,4,1,5,4,4,3,4,4,6,1,6,6,1,2,4,28,"65058"
5,4,5,4,4,4,4,5,2,3,4,3,3,4,4,2,2,1,3,1,5,2,5,6,2,1,5,26,"65059"
2,5,6,6,6,5,5,5,5,1,3,,6,4,6,2,2,1,1,3,6,4,6,6,3,1,5,35,"65060"
4,4,5,6,2,5,5,5,2,5,4,4,5,6,5,5,6,5,5,1,5,1,6,6,2,2,4,43,"65061"
2,5,6,5,5,4,4,6,2,4,3,6,3,2,5,5,6,3,4,2,4,1,5,6,2,2,5,37,"65070"
1,5,5,5,,1,6,6,4,5,4,6,1,5,4,4,6,6,6,5,5,6,6,6,5,1,5,23,"65071"
1,6,6,6,6,6,6,6,1,1,5,1,5,5,6,1,1,5,6,1,5,1,5,5,4,1,5,20,"65075"
3,6,,6,4,6,5,6,1,6,4,3,4,,6,4,3,4,5,4,6,4,4,6,2,2,2,24,"65078"
2,6,5,6,5,6,6,6,1,1,5,1,5,6,6,1,1,1,6,1,5,1,5,5,1,1,5,21,"65079"
3,4,2,4,1,6,6,5,1,1,6,6,1,2,5,2,4,2,2,5,4,2,2,6,1,2,4,22,"65080"
1,5,5,5,5,4,4,4,3,6,2,3,4,4,5,1,1,5,4,3,5,2,6,6,1,2,3,20,"65081"
4,4,5,5,6,5,5,4,2,3,4,5,5,3,4,1,2,3,3,2,6,2,4,5,3,2,3,27,"65082"
1,5,4,5,4,6,5,6,2,4,5,5,2,5,5,3,3,2,2,1,4,4,4,6,2,2,2,55,"65083"
1,4,4,3,6,5,4,4,4,4,3,6,2,5,5,3,5,2,2,3,2,4,5,6,1,2,3,39,"65084"
2,4,4,2,6,3,3,5,5,5,3,1,4,5,3,4,6,6,6,2,6,3,5,6,3,2,5,31,"65086"
2,5,2,1,2,6,6,3,1,1,1,2,5,5,6,1,1,2,1,1,6,1,6,6,1,2,5,33,"65087"
2,5,4,5,5,5,5,5,1,2,3,2,5,5,5,2,2,2,2,4,5,3,5,5,1,2,4,24,"65088"
2,4,4,3,4,5,4,3,3,4,3,4,5,4,3,3,4,4,3,4,6,4,6,,3,2,4,22,"65091"
2,4,4,4,5,5,4,4,2,5,4,4,3,3,5,4,3,2,3,2,5,2,4,5,2,1,3,50,"65092"
3,6,5,6,5,4,4,4,2,2,1,2,5,6,5,1,1,2,1,4,5,1,5,5,5,1,4,22,"65096"
1,6,6,6,6,5,4,4,3,4,1,1,6,6,4,1,1,1,1,3,6,4,6,6,6,2,3,52,"65097"
2,4,4,5,3,4,4,2,5,5,3,3,3,5,4,4,4,4,4,4,3,3,3,5,3,2,5,32,"65099"
2,4,3,3,3,4,3,4,2,5,5,4,3,2,3,1,2,1,3,1,3,2,3,5,3,1,5,25,"65100"
4,3,5,3,4,4,3,3,3,3,3,4,4,5,3,4,4,5,1,5,2,4,3,5,4,2,3,23,"65101"
3,3,4,3,5,6,4,4,5,6,2,5,4,5,4,4,4,4,4,4,4,4,5,6,4,2,2,19,"65105"
1,5,5,6,5,5,5,6,4,2,1,1,4,6,5,1,2,2,2,4,5,1,6,6,2,2,5,33,"65108"
2,3,4,5,5,4,4,2,4,2,2,3,4,5,4,3,3,2,2,2,6,1,5,5,3,1,4,46,"65109"
1,5,,5,5,6,5,5,2,4,4,3,2,2,5,4,5,5,5,2,3,2,5,6,1,2,5,51,"65111"
